,Source,Destination,Capacity,Airline
8464,PHX,PVR,124,AA
8465,PHX,PVR,186,AA
8466,PHX,RNO,124,AA
8467,PHX,RNO,150,AA
8468,PHX,SAN,150,AA
8469,PHX,SAN,186,AA
8470,PHX,SAT,80,AA
8471,PHX,SBA,70,AA
8472,PHX,SBA,80,AA
8473,PHX,SBP,80,AA
8474,PHX,SBP,70,AA
8475,PHX,SEA,150,AA
8476,PHX,SEA,186,AA
8477,PHX,SFO,150,AA
8478,PHX,SFO,186,AA
8479,PHX,SJC,124,AA
8480,PHX,SJC,150,AA
8481,PHX,SJD,150,AA
8482,PHX,SJD,124,AA
8483,PHX,SJD,178,AA
8484,PHX,SJD,186,AA
8485,PHX,SLC,124,AA
8486,PHX,SLC,186,AA
8487,PHX,SLC,150,AA
8488,PHX,SMF,124,AA
8489,PHX,SMF,150,AA
8490,PHX,SMF,186,AA
8491,PHX,SNA,124,AA
8492,PHX,SNA,150,AA
8493,PHX,SNA,186,AA
8494,PHX,STL,124,AA
8495,PHX,TPA,150,AA
8496,PHX,TUS,80,AA
8497,PHX,TUS,70,AA
8498,PHX,YEG,124,AA
8499,PHX,YEG,150,AA
8500,PHX,YEG,126,AA
8501,PHX,YUM,70,AA
8502,PHX,YVR,124,AA
8503,PHX,YVR,186,AA
8504,PHX,YYC,124,AA
8505,PHX,YYC,126,AA
8506,PHX,ZIH,150,AA
8507,PIA,DFW,50,AA
8508,PIA,ORD,50,AA
8509,PIA,ORD,44,AA
8510,PIT,BDL,50,AA
8511,PIT,BOS,70,AA
8512,PIT,BOS,70,AA
8513,PIT,CLT,124,AA
8514,PIT,CLT,126,AA
8515,PIT,CLT,186,AA
8516,PIT,CLT,150,AA
8517,PIT,DCA,78,AA
8518,PIT,DCA,70,AA
8519,PIT,DCA,70,AA
8520,PIT,DFW,172,AA
8521,PIT,JFK,50,AA
8522,PIT,LAX,162,AA
8523,PIT,LGA,78,AA
8524,PIT,LGA,70,AA
8525,PIT,MIA,50,AA
8526,PIT,ORD,78,AA
8527,PIT,ORD,70,AA
8528,PIT,ORD,50,AA
8529,PIT,PHL,150,AA
8530,PIT,PHL,124,AA
8531,PIT,PHL,98,AA
8532,PIT,PHX,124,AA
8533,PIT,PHX,150,AA
8534,PIT,RDU,50,AA
8535,PIT,STL,50,AA
8536,PLS,CLT,186,AA
8537,PLS,DFW,162,AA
8538,PLS,MIA,178,AA
8539,PLS,PHL,124,AA
8540,PMC,PUQ,150,AA
8541,PNS,CLT,80,AA
8542,PNS,DCA,70,AA
8543,PNS,DFW,172,AA
8544,PNS,DFW,172,AA
8545,PNS,MIA,50,AA
8546,POA,MIA,269,AA
8547,POP,MIA,178,AA
8548,POS,MIA,178,AA
8549,PPT,AKL,303,AA
8550,PPT,LAX,303,AA
8551,PRG,LHR,150,AA
8552,PSA,LHR,150,AA
8553,PSA,LHR,186,AA
8554,PSP,DFW,172,AA
8555,PSP,DFW,172,AA
8556,PSP,ORD,172,AA
8557,PSP,PHX,70,AA
8558,PSP,PHX,80,AA
8559,PSP,SFO,126,AA
8560,PTP,MIA,162,AA
8561,PTP,SJU,37,AA
8562,PTY,DFW,162,AA
8563,PTY,MIA,162,AA
8564,PUJ,CLT,124,AA
8565,PUJ,CLT,178,AA
8566,PUJ,CLT,186,AA
8567,PUJ,CLT,150,AA
8568,PUJ,MIA,162,AA
8569,PUJ,MIA,178,AA
8570,PUJ,PHL,124,AA
8571,PUJ,PHL,293,AA
8572,PUJ,PHL,150,AA
8573,PUS,NRT,126,AA
8574,PVD,CLT,150,AA
8575,PVD,CLT,186,AA
8576,PVD,CLT,124,AA
8577,PVD,DCA,78,AA
8578,PVD,DCA,70,AA
8579,PVD,DCA,70,AA
8580,PVD,PHL,98,AA
8581,PVD,PHL,50,AA
8582,PVG,LAX,305,AA
8583,PVG,ORD,305,AA
8584,PVR,DFW,172,AA
8585,PVR,DFW,172,AA
8586,PVR,ORD,172,AA
8587,PVR,PHX,150,AA
8588,PVR,PHX,124,AA
8589,PVR,PHX,186,AA
8590,PVR,SAN,126,AA
8591,PVR,SFO,126,AA
8592,QRO,DFW,44,AA
8593,RAP,DFW,70,AA
8594,RAP,DFW,50,AA
8595,RDM,LAX,70,AA
8596,RDU,CLT,186,AA
8597,RDU,CLT,150,AA
8598,RDU,CLT,126,AA
8599,RDU,CLT,124,AA
8600,RDU,CLT,98,AA
8601,RDU,DCA,70,AA
8602,RDU,DCA,44,AA
8603,RDU,DFW,172,AA
8604,RDU,DFW,172,AA
8605,RDU,DFW,162,AA
8606,RDU,JFK,44,AA
8607,RDU,JFK,70,AA
8608,RDU,LAX,162,AA
8609,RDU,LGA,70,AA
8610,RDU,LGA,44,AA
8611,RDU,LHR,269,AA
8612,RDU,MIA,162,AA
8613,RDU,ORD,172,AA
8614,RDU,ORD,162,AA
8615,RDU,PHL,98,AA
8616,RDU,PHL,124,AA
8617,RDU,PIT,50,AA
8618,REC,MIA,178,AA
8619,RIC,BOS,70,AA
8620,RIC,CLT,124,AA
8621,RIC,DFW,172,AA
8622,RIC,DFW,172,AA
8623,RIC,LGA,44,AA
8624,RIC,MIA,50,AA
8625,RIC,ORD,44,AA
8626,RIC,PHL,50,AA
8627,RNO,DFW,172,AA
8628,RNO,DFW,162,AA
8629,RNO,LAX,70,AA
8630,RNO,ORD,162,AA
8631,RNO,PHX,124,AA
8632,RNO,PHX,150,AA
8633,ROA,CLT,50,AA
8634,ROA,CLT,50,AA
8635,ROA,LGA,44,AA
8636,ROA,PHL,50,AA
8637,ROC,BOS,70,AA
8638,ROC,CLT,124,AA
8639,ROC,DCA,70,AA
8640,ROC,DCA,70,AA
8641,ROC,ORD,44,AA
8642,ROC,ORD,50,AA
8643,ROC,PHL,50,AA
8644,ROW,DFW,44,AA
8645,RST,ORD,44,AA
8646,RST,ORD,50,AA
8647,RSW,CLT,186,AA
8648,RSW,CLT,150,AA
8649,RSW,CLT,124,AA
8650,RSW,CLT,126,AA
8651,RSW,DCA,78,AA
8652,RSW,DCA,70,AA
8653,RSW,DFW,162,AA
8654,RSW,DUS,293,AA
8655,RSW,ORD,162,AA
8656,RSW,ORD,172,AA
8657,RSW,PHL,124,AA
8658,RSW,PHL,98,AA
8659,RSW,PHL,150,AA
8660,RTB,DFW,162,AA
8661,RTB,MIA,162,AA
8662,RTM,LHR,124,AA
8663,SAF,DFW,50,AA
8664,SAF,DFW,44,AA
8665,SAF,LAX,70,AA
8666,SAL,DFW,162,AA
8667,SAL,MIA,162,AA
8668,SAN,BOS,126,AA
8669,SAN,CLT,150,AA
8670,SAN,CLT,186,AA
8671,SAN,DCA,124,AA
8672,SAN,DFW,172,AA
8673,SAN,DFW,172,AA
8674,SAN,DFW,162,AA
8675,SAN,DFW,178,AA
8676,SAN,JFK,162,AA
8677,SAN,LAX,70,AA
8678,SAN,LAX,70,AA
8679,SAN,LHR,305,AA
8680,SAN,MCO,126,AA
8681,SAN,MIA,162,AA
8682,SAN,NRT,310.0,AA
8683,SAN,ORD,162,AA
8684,SAN,PDX,126,AA
8685,SAN,PHL,150,AA
8686,SAN,PHX,186,AA
8687,SAN,PHX,150,AA
8688,SAN,PVR,126,AA
8689,SAN,SEA,126,AA
8690,SAN,STS,70,AA
8691,SAN,YYC,126,AA
8692,SAP,MIA,162,AA
8693,SAT,CLT,124,AA
8694,SAT,DFW,172,AA
8695,SAT,DFW,172,AA
8696,SAT,ORD,78,AA
8697,SAT,ORD,70,AA
8698,SAT,PHL,98,AA
8699,SAT,PHX,80,AA
8700,SAV,CLT,70,AA
8701,SAV,DCA,70,AA
8702,SAV,DFW,50,AA
8703,SAV,PHL,78,AA
8704,SAV,PHL,70,AA
8705,SAV,PHL,70,AA
8706,SBA,PHX,80,AA
8707,SBA,PHX,70,AA
8708,SBP,PHX,80,AA
8709,SBP,PHX,70,AA
8710,SBY,CLT,50,AA
8711,SBY,PHL,50,AA
8712,SCE,PHL,50,AA
8713,SCL,DFW,269,AA
8714,SCL,JFK,310.0,AA
8715,SCL,LIM,269,AA
8716,SCL,MIA,269,AA
8717,SCL,PMC,150,AA
8718,SCY,GYE,124,AA
8719,SDF,CLT,124,AA
8720,SDF,DCA,70,AA
8721,SDF,DCA,78,AA
8722,SDF,DFW,172,AA
8723,SDF,DFW,172,AA
8724,SDF,DFW,124,AA
8725,SDF,LGA,44,AA
8726,SDF,MIA,50,AA
8727,SDF,ORD,44,AA
8728,SDF,ORD,50,AA
8729,SDF,ORD,78,AA
8730,SDF,PHL,80,AA
8731,SDF,PHL,70,AA
8732,SDQ,MIA,178,AA
8733,SDQ,MIA,269,AA
8734,SDQ,PHL,150,AA
8735,SEA,BOS,126,AA
8736,SEA,BUR,126,AA
8737,SEA,CLT,150,AA
8738,SEA,CLT,186,AA
8739,SEA,CLT,124,AA
8740,SEA,DEN,126,AA
8741,SEA,DFW,162,AA
8742,SEA,DFW,178,AA
8743,SEA,EWR,126,AA
8744,SEA,JFK,162,AA
8745,SEA,KTN,126,AA
8746,SEA,LAX,126,AA
8747,SEA,LGB,70,AA
8748,SEA,LHR,305,AA
8749,SEA,MCI,126,AA
8750,SEA,MCO,126,AA
8751,SEA,MIA,178,AA
8752,SEA,OAK,126,AA
8753,SEA,ONT,126,AA
8754,SEA,ORD,162,AA
8755,SEA,PEK,310.0,AA
8756,SEA,PHL,150,AA
8757,SEA,PHL,186,AA
8758,SEA,PHX,186,AA
8759,SEA,PHX,150,AA
8760,SEA,SAN,126,AA
8761,SEA,SFO,126,AA
8762,SEA,SJC,126,AA
8763,SEA,SMF,126,AA
8764,SEA,SNA,126,AA
8765,SEA,STL,126,AA
8766,SEA,YVR,70,AA
8767,SFO,CLT,186,AA
8768,SFO,DFW,162,AA
8769,SFO,DFW,178,AA
8770,SFO,DFW,269,AA
8771,SFO,HKG,386,AA
8772,SFO,HKG,416,AA
8773,SFO,HND,310.0,AA
8774,SFO,JFK,269,AA
8775,SFO,JFK,244.0,AA
8776,SFO,LAX,162,AA
8777,SFO,LHR,416,AA
8778,SFO,MIA,178,AA
8779,SFO,MIA,269,AA
8780,SFO,MIA,162,AA
8781,SFO,ORD,162,AA
8782,SFO,PDX,126,AA
8783,SFO,PDX,70,AA
8784,SFO,PHL,150,AA
8785,SFO,PHL,186,AA
8786,SFO,PHX,186,AA
8787,SFO,PHX,150,AA
8788,SFO,PSP,126,AA
8789,SFO,PVR,126,AA
8790,SFO,SEA,126,AA
8791,SGF,DFW,50,AA
8792,SGF,DFW,44,AA
8793,SGF,ORD,50,AA
8794,SGF,ORD,44,AA
8795,SGN,NRT,269,AA
8796,SHV,DFW,70,AA
8797,SHV,DFW,44,AA
8798,SHV,DFW,50,AA
8799,SIN,KUL,126,AA
8800,SIN,NRT,269,AA
8801,SJC,DFW,172,AA
8802,SJC,GDL,126,AA
8803,SJC,HNL,126,AA
8804,SJC,KOA,126,AA
8805,SJC,LAX,70,AA
8806,SJC,LAX,70,AA
8807,SJC,LIH,126,AA
8808,SJC,OGG,126,AA
8809,SJC,ORD,162,AA
8810,SJC,PDX,126,AA
8811,SJC,PDX,70,AA
8812,SJC,PHX,150,AA
8813,SJC,PHX,124,AA
8814,SJC,SEA,126,AA
8815,SJD,CLT,150,AA
8816,SJD,DFW,172,AA
8817,SJD,DFW,172,AA
8818,SJD,LAX,172,AA
8819,SJD,LAX,162,AA
8820,SJD,ORD,172,AA
8821,SJD,ORD,162,AA
8822,SJD,PHX,150,AA
8823,SJD,PHX,124,AA
8824,SJD,PHX,178,AA
8825,SJD,PHX,186,AA
8826,SJO,CLT,124,AA
8827,SJO,DFW,178,AA
8828,SJO,JFK,162,AA
8829,SJO,MIA,178,AA
8830,SJO,MIA,162,AA
8831,SJT,DFW,50,AA
8832,SJT,DFW,70,AA
8833,SJT,DFW,44,AA
8834,SJU,CCS,162,AA
8835,SJU,CLT,186,AA
8836,SJU,DFW,178,AA
8837,SJU,DOM,37,AA
8838,SJU,EIS,37,AA
8839,SJU,FDF,37,AA
8840,SJU,JFK,178,AA
8841,SJU,MIA,162,AA
8842,SJU,MIA,178,AA
8843,SJU,ORD,162,AA
8844,SJU,PHL,178,AA
8845,SJU,PHL,216,AA
8846,SJU,PHL,150,AA
8847,SJU,PTP,37,AA
8848,SJU,VIJ,20.0,AA
8849,SJU,VQS,20.0,AA
8850,SKB,MIA,162,AA
8851,SLC,CLT,150,AA
8852,SLC,DFW,172,AA
8853,SLC,DFW,172,AA
8854,SLC,LAX,70,AA
8855,SLC,LAX,70,AA
8856,SLC,ORD,78,AA
8857,SLC,ORD,70,AA
8858,SLC,PHL,150,AA
8859,SLC,PHX,150,AA
8860,SLC,PHX,124,AA
8861,SLC,PHX,186,AA
8862,SLP,DFW,44,AA
8863,SMF,CLT,186,AA
8864,SMF,DFW,172,AA
8865,SMF,LAX,70,AA
8866,SMF,OGG,126,AA
8867,SMF,PHX,150,AA
8868,SMF,PHX,124,AA
8869,SMF,PHX,186,AA
8870,SMF,SEA,126,AA
8871,SNA,DFW,162,AA
8872,SNA,ORD,162,AA
8873,SNA,PDX,126,AA
8874,SNA,PHX,150,AA
8875,SNA,PHX,124,AA
8876,SNA,PHX,186,AA
8877,SNA,SEA,126,AA
8878,SOF,LHR,150,AA
8879,SPS,DFW,44,AA
8880,SPS,DFW,50,AA
8881,SPS,DFW,70,AA
8882,SRQ,CLT,80,AA
8883,SRQ,CLT,78,AA
8884,SRQ,DCA,70,AA
8885,SSA,MIA,178,AA
8886,STI,MIA,178,AA
8887,STI,MIA,162,AA
8888,STL,CLT,124,AA
8889,STL,DCA,70,AA
8890,STL,DFW,172,AA
8891,STL,DFW,172,AA
8892,STL,DFW,162,AA
8893,STL,LAX,172,AA
8894,STL,LGA,70,AA
8895,STL,MIA,162,AA
8896,STL,ORD,172,AA
8897,STL,ORD,172,AA
8898,STL,ORD,162,AA
8899,STL,PHL,78,AA
8900,STL,PHL,70,AA
8901,STL,PHL,70,AA
8902,STL,PHX,124,AA
8903,STL,PIT,50,AA
8904,STL,SEA,126,AA
8905,STR,LHR,124,AA
8906,STR,LHR,150,AA
8907,STS,LAX,70,AA
8908,STS,SAN,70,AA
8909,STT,CLT,178,AA
8910,STT,CLT,216,AA
8911,STT,JFK,178,AA
8912,STT,MIA,178,AA
8913,STT,PHL,178,AA
8914,STX,MIA,162,AA
8915,SUX,ORD,44,AA
8916,SUX,ORD,50,AA
8917,SVG,LHR,124,AA
8918,SWF,PHL,50,AA
8919,SXM,CLT,178,AA
8920,SXM,CLT,124,AA
8921,SXM,JFK,178,AA
8922,SXM,MIA,178,AA
8923,SXM,MIA,162,AA
8924,SXM,PHL,293,AA
8925,SYD,ADL,126,AA
8926,SYD,AKL,126,AA
8927,SYD,ASP,126,AA
8928,SYD,BNE,126,AA
8929,SYD,BNE,269,AA
8930,SYD,CBR,126,AA
8931,SYD,CHC,126,AA
8932,SYD,CNS,269,AA
8933,SYD,CNS,126,AA
8934,SYD,DFW,416,AA
8935,SYD,DRW,126,AA
8936,SYD,HNL,269,AA
8937,SYD,LAX,416,AA
8938,SYD,LAX,525,AA
8939,SYD,MEL,126,AA
8940,SYD,PER,293,AA
8941,SYD,PER,269,AA
8942,SYR,BOS,50,AA
8943,SYR,CLT,150,AA
8944,SYR,CLT,124,AA
8945,SYR,DCA,70,AA
8946,SYR,DCA,70,AA
8947,SYR,ORD,70,AA
8948,SYR,ORD,50,AA
8949,SYR,PHL,50,AA
8950,TGU,MIA,178,AA
8951,TLH,CLT,70,AA
8952,TLH,CLT,70,AA
8953,TLH,DCA,70,AA
8954,TLH,DFW,44,AA
8955,TLH,DFW,50,AA
8956,TLH,MIA,44,AA
8957,TLH,MIA,50,AA
8958,TLS,LHR,150,AA
8959,TLS,LHR,124,AA
8960,TLV,PHL,293,AA
8961,TOL,ORD,50,AA
8962,TOL,ORD,44,AA
8963,TPA,CLT,150,AA
8964,TPA,CLT,126,AA
8965,TPA,CLT,186,AA
8966,TPA,CLT,124,AA
8967,TPA,DCA,124,AA
8968,TPA,DFW,162,AA
8969,TPA,DFW,172,AA
8970,TPA,DFW,172,AA
8971,TPA,JFK,70,AA
8972,TPA,LGW,305,AA
8973,TPA,MIA,162,AA
8974,TPA,ORD,162,AA
8975,TPA,ORD,172,AA
8976,TPA,ORD,172,AA
8977,TPA,PHL,126,AA
8978,TPA,PHL,186,AA
8979,TPA,PHL,124,AA
8980,TPA,PHL,150,AA
8981,TPA,PHX,150,AA
8982,TPE,NRT,126,AA
8983,TRC,DFW,50,AA
8984,TRI,CLT,50,AA
8985,TRI,CLT,50,AA
8986,TSV,BNE,126,AA
8987,TUL,DFW,172,AA
8988,TUL,DFW,162,AA
8989,TUL,DFW,172,AA
8990,TUL,DFW,178,AA
8991,TUL,MIA,162,AA
8992,TUL,ORD,162,AA
8993,TUS,DFW,172,AA
8994,TUS,DFW,172,AA
8995,TUS,LAX,70,AA
8996,TUS,ORD,172,AA
8997,TUS,ORD,172,AA
8998,TUS,PHX,80,AA
8999,TUS,PHX,70,AA
9000,TVC,ORD,44,AA
9001,TVC,ORD,50,AA
9002,TXK,DFW,44,AA
9003,TXK,DFW,50,AA
9004,TXL,JFK,293,AA
9005,TXL,LHR,150,AA
9006,TXL,LHR,124,AA
9007,TXL,LHR,186,AA
9008,TXL,MIA,293,AA
9009,TXL,ORD,293,AA
9010,TYR,DFW,44,AA
9011,TYR,DFW,50,AA
9012,TYR,DFW,70,AA
9013,TYS,CLT,70,AA
9014,TYS,CLT,70,AA
9015,TYS,DCA,70,AA
9016,TYS,DFW,50,AA
9017,TYS,DFW,70,AA
9018,TYS,DFW,44,AA
9019,TYS,LGA,44,AA
9020,TYS,ORD,44,AA
9021,TYS,ORD,50,AA
9022,TYS,PHL,70,AA
9023,UIO,GYE,124,AA
9024,UIO,MIA,178,AA
9025,UVF,CLT,150,AA
9026,UVF,CLT,124,AA
9027,UVF,MIA,178,AA
9028,VCE,LHR,150,AA
9029,VCE,LHR,124,AA
9030,VCE,PHL,293,AA
9031,VIE,LHR,150,AA
9032,VIJ,SJU,20.0,AA
9033,VPS,CLT,70,AA
9034,VPS,CLT,70,AA
9035,VPS,DCA,70,AA
9036,VPS,DFW,70,AA
9037,VPS,DFW,50,AA
9038,VPS,DFW,44,AA
9039,VQS,SJU,20.0,AA
9040,VVI,MIA,178,AA
9041,WAW,LHR,150,AA
9042,XNA,CLT,70,AA
9043,XNA,CLT,70,AA
9044,XNA,DFW,172,AA
9045,XNA,LAX,70,AA
9046,XNA,LGA,70,AA
9047,XNA,ORD,70,AA
9048,XNA,ORD,50,AA
9049,XNA,ORD,44,AA
9050,YEG,DFW,124,AA
9051,YEG,LAS,126,AA
9052,YEG,LAX,126,AA
9053,YEG,PHX,150,AA
9054,YEG,PHX,124,AA
9055,YEG,PHX,126,AA
9056,YHZ,DCA,70,AA
9057,YHZ,PHL,70,AA
9058,YHZ,PHL,70,AA
9059,YHZ,PHL,78,AA
9060,YKF,ORD,50,AA
9061,YKF,ORD,44,AA
9062,YOW,CLT,70,AA
9063,YOW,PHL,70,AA
9064,YQB,PHL,70,AA
9065,YUL,AMM,293,AA
9066,YUL,CLT,70,AA
9067,YUL,DCA,70,AA
9068,YUL,DFW,162,AA
9069,YUL,DTW,293,AA
9070,YUL,JFK,44,AA
9071,YUL,LGA,44,AA
9072,YUL,LHR,305,AA
9073,YUL,MIA,162,AA
9074,YUL,ORD,70,AA
9075,YUL,PHL,70,AA
9076,YUM,PHX,70,AA
9077,YVR,DFW,162,AA
9078,YVR,LAS,126,AA
9079,YVR,LAX,126,AA
9080,YVR,LHR,416,AA
9081,YVR,NRT,310.0,AA
9082,YVR,ORD,126,AA
9083,YVR,PDX,70,AA
9084,YVR,PHX,186,AA
9085,YVR,PHX,124,AA
9086,YVR,SEA,70,AA
9087,YYC,DFW,172,AA
9088,YYC,DFW,172,AA
9089,YYC,DFW,162,AA
9090,YYC,JFK,126,AA
9091,YYC,LAS,126,AA
9092,YYC,LAX,126,AA
9093,YYC,LHR,216,AA
9094,YYC,ORD,126,AA
9095,YYC,PHX,124,AA
9096,YYC,PHX,126,AA
9097,YYC,SAN,126,AA
9098,YYZ,CLT,78,AA
9099,YYZ,CLT,70,AA
9100,YYZ,DCA,70,AA
9101,YYZ,DFW,124,AA
9102,YYZ,JFK,70,AA
9103,YYZ,LAS,126,AA
9104,YYZ,LAX,162,AA
9105,YYZ,LGA,70,AA
9106,YYZ,LHR,310.0,AA
9107,YYZ,LHR,416,AA
9108,YYZ,MCO,126,AA
9109,YYZ,MIA,162,AA
9110,YYZ,ORD,78,AA
9111,YYZ,ORD,70,AA
9112,YYZ,ORD,50,AA
9113,YYZ,PHL,78,AA
9114,YYZ,PHL,70,AA
9115,ZAG,LHR,124,AA
9116,ZAG,LHR,150,AA
9117,ZCL,DFW,44,AA
9118,ZIH,PHX,150,AA
9119,ZRH,JFK,269,AA
9120,ZRH,LHR,150,AA
9121,ZRH,LHR,124,AA
9122,ZRH,PHL,216,AA
9123,ACE,CGN,162,AB
9124,ACE,DUS,162,AB
9125,ACE,DUS,186,AB
9126,ACE,DUS,293,AB
9127,ACE,FUE,186,AB
9128,ACE,FUE,150,AB
9129,ACE,HAM,150,AB
9130,ACE,LEJ,162,AB
9131,ACE,MUC,162,AB
9132,ACE,TXL,186,AB
9133,ACE,ZRH,150,AB
9134,AGP,CGN,162,AB
9135,AGP,DUS,293,AB
9136,AGP,DUS,186,AB
9137,AGP,HAM,150,AB
9138,AGP,HAM,162,AB
9139,AGP,HAM,186,AB
9140,AGP,MUC,162,AB
9141,AGP,MUC,150,AB
9142,AGP,PMI,150,AB
9143,AGP,PMI,186,AB
9144,AGP,STR,150,AB
9145,AGP,STR,162,AB
9146,AGP,TXL,186,AB
9147,AGP,VIE,186,AB
9148,AGP,VIE,150,AB
9149,ALC,DUS,186,AB
9150,ALC,DUS,293,AB
9151,ALC,FRA,150,AB
9152,ALC,HAM,150,AB
9153,ALC,MUC,150,AB
9154,ALC,MUC,162,AB
9155,ALC,PMI,186,AB
9156,ALC,PMI,150,AB
9157,ALC,STR,150,AB
9158,ALC,STR,162,AB
9159,ALC,TXL,150,AB
9160,ALC,TXL,126,AB
9161,ALC,ZRH,150,AB
9162,ALC,ZRH,186,AB
9163,AMM,FRA,124,AB
9164,AMM,MUC,124,AB
9165,AMM,TXL,150,AB
9166,AMM,TXL,124,AB
9167,AMM,VIE,150,AB
9168,AMM,VIE,124,AB
9169,ARN,TXL,186,AB
9170,ARN,TXL,162,AB
9171,ARN,TXL,150,AB
9172,ARN,TXL,124,AB
9173,ARN,VIE,98,AB
9174,AUH,BAH,150,AB
9175,AUH,BAH,335,AB
9176,AUH,BAH,372,AB
9177,AUH,DUS,293,AB
9178,AUH,FRA,293,AB
9179,AUH,FRA,335,AB
9180,AUH,HKT,293,AB
9181,AUH,MUC,372,AB
9182,AUH,MUC,316,AB
9183,AUH,MUC,335,AB
9184,AUH,PEK,293,AB
9185,AUH,SIN,293,AB
9186,AUH,TXL,293,AB
9187,AYT,CGN,162,AB
9188,AYT,DRS,162,AB
9189,AYT,DUS,186,AB
9190,AYT,DUS,150,AB
9191,AYT,FMO,162,AB
9192,AYT,HAM,150,AB
9193,AYT,HAM,162,AB
9194,AYT,LEJ,162,AB
9195,AYT,MUC,186,AB
9196,AYT,NUE,162,AB
9197,AYT,PAD,162,AB
9198,AYT,STR,162,AB
9199,AYT,STR,150,AB
9200,AYT,TXL,150,AB
9201,AYT,TXL,186,AB
9202,AYT,TXL,162,AB
9203,BAH,AUH,150,AB
9204,BAH,AUH,335,AB
9205,BAH,AUH,372,AB
9206,BCN,DUS,162,AB
9207,BCN,DUS,186,AB
9208,BCN,TXL,162,AB
9209,BCN,TXL,150,AB
9210,BCN,TXL,186,AB
9211,BCN,VIE,150,AB
9212,BCN,VIE,186,AB
9213,BDS,MUC,186,AB
9214,BDS,MUC,126,AB
9215,BDS,MUC,162,AB
9216,BDS,ZRH,150,AB
9217,BEG,DUS,124,AB
9218,BEG,FRA,124,AB
9219,BEG,STR,128,AB
9220,BEG,STR,124,AB
9221,BEG,TXL,124,AB
9222,BIO,PMI,150,AB
9223,BIO,PMI,162,AB
9224,BKK,CNX,124,AB
9225,BNE,SIN,293,AB
9226,BRE,PMI,150,AB
9227,BRE,PMI,162,AB
9228,BRE,PMI,124,AB
9229,BRI,TXL,162,AB
9230,BRI,TXL,150,AB
9231,BSL,CTA,150,AB
9232,BSL,CTA,124,AB
9233,BSL,HER,150,AB
9234,BSL,IBZ,150,AB
9235,BSL,LHR,124,AB
9236,BSL,LHR,150,AB
9237,BSL,LHR,186,AB
9238,BSL,LPA,150,AB
9239,BSL,PMI,150,AB
9240,BSL,PMI,162,AB
9241,BSL,TFS,150,AB
9242,BUD,TXL,126,AB
9243,BUD,TXL,124,AB
9244,CAG,DUS,162,AB
9245,CAG,MUC,150,AB
9246,CAG,MUC,162,AB
9247,CDG,VIE,150,AB
9248,CFU,CGN,162,AB
9249,CFU,DUS,186,AB
9250,CFU,DUS,162,AB
9251,CFU,FMO,162,AB
9252,CFU,FRA,150,AB
9253,CFU,HAM,150,AB
9254,CFU,MUC,150,AB
9255,CFU,TXL,150,AB
9256,CFU,TXL,186,AB
9257,CFU,VIE,150,AB
9258,CGN,ACE,162,AB
9259,CGN,AGP,162,AB
9260,CGN,AYT,162,AB
9261,CGN,CFU,162,AB
9262,CGN,CLY,126,AB
9263,CGN,FUE,162,AB
9264,CGN,HRG,162,AB
9265,CGN,IBZ,162,AB
9266,CGN,KGS,162,AB
9267,CGN,KGS,126,AB
9268,CGN,LPA,162,AB
9269,CGN,MAH,162,AB
9270,CGN,MUC,126,AB
9271,CGN,NBE,162,AB
9272,CGN,OLB,162,AB
9273,CGN,PMI,293,AB
9274,CGN,PMI,162,AB
9275,CGN,PMI,150,AB
9276,CGN,SAW,162,AB
9277,CGN,TFS,162,AB
9278,CGN,TXL,126,AB
9279,CGN,TXL,162,AB
9280,CGN,TXL,186,AB
9281,CGN,TXL,150,AB
9282,CGN,TXL,124,AB
9283,CHQ,VIE,150,AB
9284,CLY,CGN,126,AB
9285,CLY,DUS,126,AB
9286,CLY,FMM,150,AB
9287,CLY,SZG,150,AB
9288,CPH,DUS,124,AB
9289,CPH,DUS,150,AB
9290,CPH,DUS,70,AB
9291,CPH,DUS,162,AB
9292,CPH,PMI,162,AB
9293,CPH,TXL,162,AB
9294,CPH,TXL,124,AB
9295,CPH,TXL,126,AB
9296,CPH,VIE,98,AB
9297,CTA,BSL,150,AB
9298,CTA,BSL,124,AB
9299,CTA,DUS,186,AB
9300,CTA,DUS,162,AB
9301,CTA,DUS,150,AB
9302,CTA,FRA,150,AB
9303,CTA,MUC,150,AB
9304,CTA,MUC,186,AB
9305,CTA,MUC,162,AB
9306,CTA,STR,162,AB
9307,CTA,STR,150,AB
9308,CTA,TXL,186,AB
9309,CTA,TXL,150,AB
9310,CTA,TXL,162,AB
9311,CTA,ZRH,150,AB
9312,CTA,ZRH,124,AB
9313,CUN,DUS,293,AB
9314,CUR,DUS,293,AB
9315,DFW,FRA,305,AB
9316,DJE,DUS,186,AB
9317,DJE,NUE,162,AB
9318,DME,DUS,162,AB
9319,DME,FRA,124,AB
9320,DME,MUC,162,AB
9321,DME,TXL,162,AB
9322,DRS,AYT,162,AB
9323,DRS,DUS,70,AB
9324,DRS,DUS,124,AB
9325,DRS,DUS,126,AB
9326,DRS,HER,162,AB
9327,DRS,HRG,162,AB
9328,DRS,NBE,162,AB
9329,DRS,PMI,162,AB
9330,DRS,PMI,186,AB
9331,DRS,RHO,162,AB
9332,DRS,TFS,162,AB
9333,DTM,PMI,162,AB
9334,DUS,ACE,186,AB
9335,DUS,ACE,293,AB
